strategy,symbol,ts,realized_R,entries_filled,atr_pct,F5b,F5,F3,abtr,trend_strong,riskoff_z,btc_up,btc_ema55_up,btc_r3_panel,breadth_panel,btc_r3_native,breadth_native,btc_z_native
reversal,DEMO2USDT,2026-04-21T08:00:00+00:00,1.1483,1,0.02145,0.0,0.0,0.0,2.316702,1.0,-2.357682,0.0,1.0,-0.011709,0.002123,-0.011709,0.002123,1.8433
meanrev,DEMO3USDT,2026-04-21T08:00:00+00:00,-1.1019,1,0.03906,0.0,0.0,0.0,2.316702,1.0,-2.357682,0.0,1.0,-0.011709,0.002123,-0.011709,0.002123,0.003
breakout,DEMO28USDT,2026-04-21T08:00:00+00:00,0.4569,1,0.02817,0.0,0.0,0.0,2.316702,1.0,-2.357682,0.0,1.0,-0.011709,0.002123,-0.011709,0.002123,0.1646
meanrev,DEMO8USDT,2026-04-21T12:00:00+00:00,-0.1496,1,0.03205,0.0,0.0,0.0,1.620987,1.0,-2.009505,1.0,1.0,0.005346,0.004246,0.005346,0.004246,1.0274
breakout,DEMO31USDT,2026-04-21T12:00:00+00:00,0.6153,1,0.04401,0.0,0.0,0.0,1.620987,1.0,-2.009505,1.0,1.0,0.005346,0.004246,0.005346,0.004246,1.5914
breakout,DEMO32USDT,2026-04-21T12:00:00+00:00,-2.639,1,0.03262,0.0,0.0,0.0,1.620987,1.0,-2.009505,1.0,1.0,0.005346,0.004246,0.005346,0.004246,0.377
breakout,DEMO19USDT,2026-04-21T12:00:00+00:00,-0.3669,1,0.01625,0.0,0.0,0.0,1.620987,1.0,-2.009505,1.0,1.0,0.005346,0.004246,0.005346,0.004246,0.0383
reversal,DEMO34USDT,2026-04-21T16:00:00+00:00,0.3448,1,0.0414,0.0,0.0,0.0,0.885433,0.0,0.21963,0.0,1.0,-0.004268,0.016985,-0.004268,0.016985,1.2203
reversal,DEMO25USDT,2026-04-21T16:00:00+00:00,-1.293,1,0.01047,0.0,0.0,0.0,0.885433,0.0,0.21963,0.0,1.0,-0.004268,0.016985,-0.004268,0.016985,1.8864
breakout,DEMO1USDT,2026-04-21T16:00:00+00:00,-0.5422,1,0.03868,0.0,0.0,0.0,0.885433,0.0,0.21963,0.0,1.0,-0.004268,0.016985,-0.004268,0.016985,0.151
reversal,DEMO29USDT,2026-04-21T20:00:00+00:00,0.1532,1,0.02901,1.0,1.0,1.0,0.071236,0.0,1.765122,0.0,1.0,-0.008142,0.027601,-0.008142,0.027601,0.6712
reversal,DEMO29USDT,2026-04-21T20:00:00+00:00,0.4567,1,0.01502,1.0,1.0,1.0,0.071236,0.0,1.765122,0.0,1.0,-0.008142,0.027601,-0.008142,0.027601,0.0056
breakout,DEMO16USDT,2026-04-21T20:00:00+00:00,-0.4338,1,0.01506,1.0,1.0,1.0,0.071236,0.0,1.765122,0.0,1.0,-0.008142,0.027601,-0.008142,0.027601,1.4347
reversal,DEMO38USDT,2026-04-22T00:00:00+00:00,-0.9874,1,0.01099,0.0,0.0,0.0,0.457928,0.0,-2.587511,1.0,1.0,0.008386,0.004246,0.008386,0.004246,0.0217
meanrev,DEMO32USDT,2026-04-22T00:00:00+00:00,-0.218,1,0.01773,0.0,0.0,0.0,0.457928,0.0,-2.587511,1.0,1.0,0.008386,0.004246,0.008386,0.004246,0.7933
meanrev,DEMO8USDT,2026-04-22T00:00:00+00:00,-0.001,1,0.04023,0.0,0.0,0.0,0.457928,0.0,-2.587511,1.0,1.0,0.008386,0.004246,0.008386,0.004246,-0.7132
meanrev,DEMO28USDT,2026-04-22T00:00:00+00:00,-1.0474,1,0.04357,0.0,0.0,0.0,0.457928,0.0,-2.587511,1.0,1.0,0.008386,0.004246,0.008386,0.004246,-1.4889
meanrev,DEMO1USDT,2026-04-22T00:00:00+00:00,-1.6167,1,0.03546,0.0,0.0,0.0,0.457928,0.0,-2.587511,1.0,1.0,0.008386,0.004246,0.008386,0.004246,0.2542
meanrev,DEMO19USDT,2026-04-22T00:00:00+00:00,0.0758,1,0.0313,0.0,0.0,0.0,0.457928,0.0,-2.587511,1.0,1.0,0.008386,0.004246,0.008386,0.004246,-0.1985
meanrev,DEMO38USDT,2026-04-22T04:00:00+00:00,0.4388,1,0.0268,0.0,0.0,0.0,0.821756,0.0,-1.342405,1.0,1.0,0.026702,0.0,0.026702,0.0,0.0949
meanrev,DEMO36USDT,2026-04-22T08:00:00+00:00,0.3967,1,0.02091,0.0,0.0,0.0,1.376123,1.0,-2.004143,1.0,1.0,0.036888,0.0,0.036888,0.0,-0.5193
meanrev,DEMO23USDT,2026-04-22T08:00:00+00:00,0.5939,1,0.03297,0.0,0.0,0.0,1.376123,1.0,-2.004143,1.0,1.0,0.036888,0.0,0.036888,0.0,-2.2568
breakout,DEMO26USDT,2026-04-22T08:00:00+00:00,-0.8782,1,0.0106,0.0,0.0,0.0,1.376123,1.0,-2.004143,1.0,1.0,0.036888,0.0,0.036888,0.0,-0.9896
reversal,DEMO16USDT,2026-04-22T12:00:00+00:00,0.0075,1,0.03307,0.0,0.0,0.0,1.627781,1.0,-1.043768,1.0,1.0,0.035811,0.0,0.035811,0.0,-1.619
breakout,DEMO24USDT,2026-04-22T12:00:00+00:00,-0.2489,1,0.01687,0.0,0.0,0.0,1.627781,1.0,-1.043768,1.0,1.0,0.035811,0.0,0.035811,0.0,1.1132
reversal,DEMO21USDT,2026-04-22T16:00:00+00:00,-0.1804,1,0.03807,0.0,0.0,0.0,1.820503,1.0,-1.312829,1.0,1.0,0.045203,0.006369,0.045203,0.006369,1.7306
reversal,DEMO18USDT,2026-04-22T16:00:00+00:00,-0.1309,1,0.01676,0.0,0.0,0.0,1.820503,1.0,-1.312829,1.0,1.0,0.045203,0.006369,0.045203,0.006369,-0.3509
breakout,DEMO11USDT,2026-04-22T16:00:00+00:00,-0.3102,1,0.01349,0.0,0.0,0.0,1.820503,1.0,-1.312829,1.0,1.0,0.045203,0.006369,0.045203,0.006369,-0.4113
breakout,DEMO18USDT,2026-04-22T16:00:00+00:00,-0.8721,1,0.04381,0.0,0.0,0.0,1.820503,1.0,-1.312829,1.0,1.0,0.045203,0.006369,0.045203,0.006369,-0.748
reversal,DEMO25USDT,2026-04-22T20:00:00+00:00,1.0886,1,0.03315,0.0,0.0,0.0,1.022079,1.0,-0.3945,1.0,1.0,0.051702,0.004246,0.051702,0.004246,0.5688
meanrev,DEMO15USDT,2026-04-23T00:00:00+00:00,-0.5535,1,0.05466,0.0,0.0,0.0,0.879412,0.0,0.300302,1.0,1.0,0.059402,0.025478,0.059402,0.025478,0.1751
meanrev,DEMO5USDT,2026-04-23T00:00:00+00:00,1.3853,1,0.03245,0.0,0.0,0.0,0.879412,0.0,0.300302,1.0,1.0,0.059402,0.025478,0.059402,0.025478,1.2244
meanrev,DEMO6USDT,2026-04-23T00:00:00+00:00,0.3555,1,0.005,0.0,0.0,0.0,0.879412,0.0,0.300302,1.0,1.0,0.059402,0.025478,0.059402,0.025478,0.9045
meanrev,DEMO15USDT,2026-04-23T00:00:00+00:00,-0.3663,1,0.0172,0.0,0.0,0.0,0.879412,0.0,0.300302,1.0,1.0,0.059402,0.025478,0.059402,0.025478,-0.5931
reversal,DEMO3USDT,2026-04-23T04:00:00+00:00,0.9831,1,0.01503,1.0,1.0,0.0,1.108922,1.0,2.146483,1.0,1.0,0.041698,0.095541,0.041698,0.095541,-0.4236
reversal,DEMO15USDT,2026-04-23T04:00:00+00:00,0.4891,1,0.00822,1.0,1.0,0.0,1.108922,1.0,2.146483,1.0,1.0,0.041698,0.095541,0.041698,0.095541,-2.3653
meanrev,DEMO4USDT,2026-04-23T04:00:00+00:00,-1.2898,1,0.01082,1.0,1.0,0.0,1.108922,1.0,2.146483,1.0,1.0,0.041698,0.095541,0.041698,0.095541,0.8846
breakout,DEMO26USDT,2026-04-23T04:00:00+00:00,0.1938,1,0.02058,1.0,1.0,0.0,1.108922,1.0,2.146483,1.0,1.0,0.041698,0.095541,0.041698,0.095541,-0.1868
reversal,DEMO18USDT,2026-04-23T08:00:00+00:00,0.2477,1,0.03679,1.0,1.0,0.0,0.050907,0.0,0.824698,1.0,1.0,0.042965,0.046709,0.042965,0.046709,-1.5745
reversal,DEMO13USDT,2026-04-23T08:00:00+00:00,-0.6892,1,0.0436,1.0,1.0,0.0,0.050907,0.0,0.824698,1.0,1.0,0.042965,0.046709,0.042965,0.046709,-0.396
breakout,DEMO15USDT,2026-04-23T08:00:00+00:00,-1.6589,1,0.03211,1.0,1.0,0.0,0.050907,0.0,0.824698,1.0,1.0,0.042965,0.046709,0.042965,0.046709,-0.2989
reversal,DEMO38USDT,2026-04-23T12:00:00+00:00,-0.9701,1,0.03194,0.0,0.0,0.0,1.472604,1.0,0.184917,1.0,1.0,0.033283,0.025478,0.033283,0.025478,-0.1599
reversal,DEMO37USDT,2026-04-23T12:00:00+00:00,1.3548,1,0.005,0.0,0.0,0.0,1.472604,1.0,0.184917,1.0,1.0,0.033283,0.025478,0.033283,0.025478,0.2917
reversal,DEMO23USDT,2026-04-23T16:00:00+00:00,2.0387,1,0.01337,0.0,0.0,0.0,1.235079,1.0,-1.488592,1.0,1.0,0.035168,0.004246,0.035168,0.004246,2.5933
reversal,DEMO3USDT,2026-04-23T16:00:00+00:00,-0.744,1,0.02672,0.0,0.0,0.0,1.235079,1.0,-1.488592,1.0,1.0,0.035168,0.004246,0.035168,0.004246,-1.152
reversal,DEMO31USDT,2026-04-23T16:00:00+00:00,0.6565,1,0.02991,0.0,0.0,0.0,1.235079,1.0,-1.488592,1.0,1.0,0.035168,0.004246,0.035168,0.004246,0.4586
meanrev,DEMO4USDT,2026-04-23T16:00:00+00:00,0.9341,1,0.03277,0.0,0.0,0.0,1.235079,1.0,-1.488592,1.0,1.0,0.035168,0.004246,0.035168,0.004246,-0.1754
breakout,DEMO7USDT,2026-04-23T16:00:00+00:00,0.8837,1,0.02349,0.0,0.0,0.0,1.235079,1.0,-1.488592,1.0,1.0,0.035168,0.004246,0.035168,0.004246,1.0149
breakout,DEMO33USDT,2026-04-23T16:00:00+00:00,0.1591,1,0.02011,0.0,0.0,0.0,1.235079,1.0,-1.488592,1.0,1.0,0.035168,0.004246,0.035168,0.004246,-0.2893
reversal,DEMO20USDT,2026-04-23T20:00:00+00:00,0.2351,1,0.04562,1.0,1.0,0.0,1.723202,1.0,1.531976,1.0,1.0,0.018596,0.012739,0.018596,0.012739,-0.4572
meanrev,DEMO24USDT,2026-04-23T20:00:00+00:00,1.1854,1,0.03379,1.0,1.0,0.0,1.723202,1.0,1.531976,1.0,1.0,0.018596,0.012739,0.018596,0.012739,-0.9862
meanrev,DEMO13USDT,2026-04-23T20:00:00+00:00,1.7979,1,0.02396,1.0,1.0,0.0,1.723202,1.0,1.531976,1.0,1.0,0.018596,0.012739,0.018596,0.012739,-0.7779
breakout,DEMO18USDT,2026-04-23T20:00:00+00:00,-0.9067,1,0.01193,1.0,1.0,0.0,1.723202,1.0,1.531976,1.0,1.0,0.018596,0.012739,0.018596,0.012739,1.3549
reversal,DEMO7USDT,2026-04-24T00:00:00+00:00,1.7106,1,0.02841,0.0,0.0,0.0,1.702377,1.0,-2.615741,1.0,1.0,0.032019,0.002123,0.032019,0.002123,-1.5444
breakout,DEMO39USDT,2026-04-24T00:00:00+00:00,1.1431,1,0.02637,0.0,0.0,0.0,1.702377,1.0,-2.615741,1.0,1.0,0.032019,0.002123,0.032019,0.002123,-1.2521
breakout,DEMO10USDT,2026-04-24T00:00:00+00:00,-0.0403,1,0.02557,0.0,0.0,0.0,1.702377,1.0,-2.615741,1.0,1.0,0.032019,0.002123,0.032019,0.002123,0.5521
meanrev,DEMO37USDT,2026-04-24T04:00:00+00:00,0.7036,1,0.03112,1.0,1.0,0.0,1.517031,1.0,1.067869,1.0,1.0,0.026708,0.004246,0.026708,0.004246,-0.8778
meanrev,DEMO18USDT,2026-04-24T04:00:00+00:00,-1.3285,1,0.00795,1.0,1.0,0.0,1.517031,1.0,1.067869,1.0,1.0,0.026708,0.004246,0.026708,0.004246,-0.9152
breakout,DEMO17USDT,2026-04-24T04:00:00+00:00,0.3564,1,0.02697,1.0,1.0,0.0,1.517031,1.0,1.067869,1.0,1.0,0.026708,0.004246,0.026708,0.004246,-0.4992
reversal,DEMO14USDT,2026-04-24T08:00:00+00:00,2.0982,1,0.02528,0.0,0.0,0.0,1.100348,1.0,-1.008595,1.0,1.0,0.020651,0.002123,0.020651,0.002123,0.2094
meanrev,DEMO28USDT,2026-04-24T08:00:00+00:00,0.8826,1,0.02506,0.0,0.0,0.0,1.100348,1.0,-1.008595,1.0,1.0,0.020651,0.002123,0.020651,0.002123,1.0012
reversal,DEMO35USDT,2026-04-24T12:00:00+00:00,0.3112,1,0.03025,0.0,0.0,0.0,0.409768,0.0,-2.298931,1.0,1.0,0.023381,0.004246,0.023381,0.004246,-0.4387
meanrev,DEMO28USDT,2026-04-24T12:00:00+00:00,1.9691,1,0.0147,0.0,0.0,0.0,0.409768,0.0,-2.298931,1.0,1.0,0.023381,0.004246,0.023381,0.004246,1.0662
breakout,DEMO14USDT,2026-04-24T12:00:00+00:00,-0.7063,1,0.00999,0.0,0.0,0.0,0.409768,0.0,-2.298931,1.0,1.0,0.023381,0.004246,0.023381,0.004246,-0.2133
breakout,DEMO32USDT,2026-04-24T12:00:00+00:00,1.4358,1,0.02445,0.0,0.0,0.0,0.409768,0.0,-2.298931,1.0,1.0,0.023381,0.004246,0.023381,0.004246,-0.513
breakout,DEMO7USDT,2026-04-24T16:00:00+00:00,-0.5125,1,0.01875,0.0,0.0,0.0,0.67714,0.0,-0.059837,1.0,1.0,0.029121,0.006369,0.029121,0.006369,-1.0287
breakout,DEMO4USDT,2026-04-24T16:00:00+00:00,0.2695,1,0.005,0.0,0.0,0.0,0.67714,0.0,-0.059837,1.0,1.0,0.029121,0.006369,0.029121,0.006369,0.6039
breakout,DEMO18USDT,2026-04-24T16:00:00+00:00,0.5189,1,0.02901,0.0,0.0,0.0,0.67714,0.0,-0.059837,1.0,1.0,0.029121,0.006369,0.029121,0.006369,-0.6417
reversal,DEMO14USDT,2026-04-24T20:00:00+00:00,-0.6094,1,0.04537,0.0,0.0,0.0,0.625425,0.0,-0.638687,1.0,1.0,0.034772,0.008493,0.034772,0.008493,0.8133
meanrev,DEMO6USDT,2026-04-24T20:00:00+00:00,0.7844,1,0.02256,0.0,0.0,0.0,0.625425,0.0,-0.638687,1.0,1.0,0.034772,0.008493,0.034772,0.008493,0.0315
breakout,DEMO0USDT,2026-04-24T20:00:00+00:00,-0.7647,1,0.02068,0.0,0.0,0.0,0.625425,0.0,-0.638687,1.0,1.0,0.034772,0.008493,0.034772,0.008493,-0.6249
breakout,DEMO13USDT,2026-04-24T20:00:00+00:00,0.6694,1,0.02706,0.0,0.0,0.0,0.625425,0.0,-0.638687,1.0,1.0,0.034772,0.008493,0.034772,0.008493,0.5853
breakout,DEMO33USDT,2026-04-24T20:00:00+00:00,-1.9287,1,0.04731,0.0,0.0,0.0,0.625425,0.0,-0.638687,1.0,1.0,0.034772,0.008493,0.034772,0.008493,0.2024
breakout,DEMO19USDT,2026-04-25T00:00:00+00:00,1.5111,1,0.0107,0.0,0.0,0.0,1.045293,1.0,0.207889,1.0,1.0,0.014513,0.019108,0.014513,0.019108,-0.4385
meanrev,DEMO6USDT,2026-04-25T04:00:00+00:00,1.9435,1,0.03314,0.0,0.0,0.0,0.350255,0.0,-2.100041,1.0,1.0,0.001816,0.008493,0.001816,0.008493,1.6645
meanrev,DEMO3USDT,2026-04-25T04:00:00+00:00,0.0339,1,0.00845,0.0,0.0,0.0,0.350255,0.0,-2.100041,1.0,1.0,0.001816,0.008493,0.001816,0.008493,0.1897
meanrev,DEMO29USDT,2026-04-25T04:00:00+00:00,1.078,1,0.02439,0.0,0.0,0.0,0.350255,0.0,-2.100041,1.0,1.0,0.001816,0.008493,0.001816,0.008493,1.0069
reversal,DEMO6USDT,2026-04-25T08:00:00+00:00,1.5292,1,0.02639,0.0,0.0,0.0,0.7803,0.0,-0.089866,0.0,1.0,-0.006795,0.010616,-0.006795,0.010616,-0.6274
breakout,DEMO7USDT,2026-04-25T08:00:00+00:00,-0.0494,1,0.01951,0.0,0.0,0.0,0.7803,0.0,-0.089866,0.0,1.0,-0.006795,0.010616,-0.006795,0.010616,-0.9584
breakout,DEMO35USDT,2026-04-25T08:00:00+00:00,1.463,1,0.01813,0.0,0.0,0.0,0.7803,0.0,-0.089866,0.0,1.0,-0.006795,0.010616,-0.006795,0.010616,-0.7444
meanrev,DEMO14USDT,2026-04-25T12:00:00+00:00,-1.4644,1,0.01932,1.0,0.0,0.0,0.086943,0.0,0.8961,0.0,1.0,-0.007979,0.021231,-0.007979,0.021231,-0.3232
meanrev,DEMO31USDT,2026-04-25T12:00:00+00:00,2.0386,1,0.02834,1.0,0.0,0.0,0.086943,0.0,0.8961,0.0,1.0,-0.007979,0.021231,-0.007979,0.021231,-1.5606
breakout,DEMO39USDT,2026-04-25T12:00:00+00:00,0.2197,1,0.02983,1.0,0.0,0.0,0.086943,0.0,0.8961,0.0,1.0,-0.007979,0.021231,-0.007979,0.021231,-1.4203
breakout,DEMO35USDT,2026-04-25T12:00:00+00:00,1.3106,1,0.02794,1.0,0.0,0.0,0.086943,0.0,0.8961,0.0,1.0,-0.007979,0.021231,-0.007979,0.021231,-0.3372
reversal,DEMO30USDT,2026-04-25T16:00:00+00:00,2.7748,1,0.01915,1.0,0.0,0.0,0.196067,0.0,1.475868,0.0,1.0,-0.024547,0.027601,-0.024547,0.027601,0.1447
meanrev,DEMO10USDT,2026-04-25T16:00:00+00:00,0.1244,1,0.01235,1.0,0.0,0.0,0.196067,0.0,1.475868,0.0,1.0,-0.024547,0.027601,-0.024547,0.027601,-0.6111
meanrev,DEMO29USDT,2026-04-25T16:00:00+00:00,0.5889,1,0.03346,1.0,0.0,0.0,0.196067,0.0,1.475868,0.0,1.0,-0.024547,0.027601,-0.024547,0.027601,1.0412
breakout,DEMO15USDT,2026-04-25T16:00:00+00:00,1.9081,1,0.01123,1.0,0.0,0.0,0.196067,0.0,1.475868,0.0,1.0,-0.024547,0.027601,-0.024547,0.027601,-0.1717
breakout,DEMO28USDT,2026-04-25T16:00:00+00:00,-1.7734,1,0.0409,1.0,0.0,0.0,0.196067,0.0,1.475868,0.0,1.0,-0.024547,0.027601,-0.024547,0.027601,0.7461
meanrev,DEMO27USDT,2026-04-25T20:00:00+00:00,-1.8158,1,0.02774,0.0,0.0,0.0,1.075194,1.0,0.119648,0.0,1.0,-0.01911,0.040254,-0.01911,0.040254,-1.83
meanrev,DEMO17USDT,2026-04-26T00:00:00+00:00,-2.2395,1,0.01906,0.0,0.0,0.0,0.046449,0.0,-3.332219,0.0,1.0,-0.0071,0.016949,-0.0071,0.016949,0.5191
meanrev,DEMO5USDT,2026-04-26T04:00:00+00:00,-0.3622,1,0.03766,1.0,1.0,0.0,0.441089,0.0,6.396561,0.0,1.0,-0.004569,0.014831,-0.004569,0.014831,-0.5697
reversal,DEMO19USDT,2026-04-26T08:00:00+00:00,-3.1216,1,0.0206,1.0,0.0,0.0,1.910178,1.0,0.744976,1.0,1.0,0.000672,0.004237,0.000672,0.004237,-2.0235
meanrev,DEMO30USDT,2026-04-26T08:00:00+00:00,0.6822,1,0.03539,1.0,0.0,0.0,1.910178,1.0,0.744976,1.0,1.0,0.000672,0.004237,0.000672,0.004237,-0.7484
meanrev,DEMO32USDT,2026-04-26T08:00:00+00:00,-0.2675,1,0.04237,1.0,0.0,0.0,1.910178,1.0,0.744976,1.0,1.0,0.000672,0.004237,0.000672,0.004237,0.2529
reversal,DEMO19USDT,2026-04-26T12:00:00+00:00,-0.8047,1,0.03666,1.0,1.0,0.0,1.264424,1.0,1.921165,1.0,1.0,0.005153,0.0,0.005153,0.0,-1.0827
reversal,DEMO18USDT,2026-04-26T12:00:00+00:00,-0.6733,1,0.03567,1.0,1.0,0.0,1.264424,1.0,1.921165,1.0,1.0,0.005153,0.0,0.005153,0.0,-0.7
reversal,DEMO30USDT,2026-04-26T12:00:00+00:00,0.5269,1,0.02206,1.0,1.0,0.0,1.264424,1.0,1.921165,1.0,1.0,0.005153,0.0,0.005153,0.0,-1.2603
reversal,DEMO33USDT,2026-04-26T12:00:00+00:00,0.4952,1,0.02677,1.0,1.0,0.0,1.264424,1.0,1.921165,1.0,1.0,0.005153,0.0,0.005153,0.0,-1.0413
reversal,DEMO1USDT,2026-04-26T12:00:00+00:00,-1.6152,1,0.02944,1.0,1.0,0.0,1.264424,1.0,1.921165,1.0,1.0,0.005153,0.0,0.005153,0.0,-2.0784
meanrev,DEMO35USDT,2026-04-26T12:00:00+00:00,0.311,1,0.02875,1.0,1.0,0.0,1.264424,1.0,1.921165,1.0,1.0,0.005153,0.0,0.005153,0.0,-0.6832
breakout,DEMO24USDT,2026-04-26T12:00:00+00:00,0.656,1,0.01296,1.0,1.0,0.0,1.264424,1.0,1.921165,1.0,1.0,0.005153,0.0,0.005153,0.0,-2.9641
reversal,DEMO24USDT,2026-04-26T20:00:00+00:00,0.465,1,0.02971,0.0,0.0,0.0,1.14532,1.0,-1.333949,1.0,1.0,0.0066,0.004237,0.0066,0.004237,-0.0896
reversal,DEMO1USDT,2026-04-26T20:00:00+00:00,0.3816,1,0.02385,0.0,0.0,0.0,1.14532,1.0,-1.333949,1.0,1.0,0.0066,0.004237,0.0066,0.004237,-1.2956
reversal,DEMO31USDT,2026-04-26T20:00:00+00:00,-0.3668,1,0.02344,0.0,0.0,0.0,1.14532,1.0,-1.333949,1.0,1.0,0.0066,0.004237,0.0066,0.004237,0.8434
reversal,DEMO17USDT,2026-04-26T20:00:00+00:00,-0.1828,1,0.02323,0.0,0.0,0.0,1.14532,1.0,-1.333949,1.0,1.0,0.0066,0.004237,0.0066,0.004237,-0.2178
meanrev,DEMO2USDT,2026-04-26T20:00:00+00:00,0.2503,1,0.005,0.0,0.0,0.0,1.14532,1.0,-1.333949,1.0,1.0,0.0066,0.004237,0.0066,0.004237,-0.5887
meanrev,DEMO30USDT,2026-04-26T20:00:00+00:00,0.1619,1,0.00736,0.0,0.0,0.0,1.14532,1.0,-1.333949,1.0,1.0,0.0066,0.004237,0.0066,0.004237,1.102
meanrev,DEMO36USDT,2026-04-26T20:00:00+00:00,-1.6919,1,0.01029,0.0,0.0,0.0,1.14532,1.0,-1.333949,1.0,1.0,0.0066,0.004237,0.0066,0.004237,-0.6012
breakout,DEMO26USDT,2026-04-27T00:00:00+00:00,0.6407,1,0.02484,0.0,0.0,0.0,2.136974,1.0,-0.71631,1.0,1.0,0.005072,0.002119,0.005072,0.002119,0.0126
breakout,DEMO29USDT,2026-04-27T00:00:00+00:00,0.7075,1,0.0336,0.0,0.0,0.0,2.136974,1.0,-0.71631,1.0,1.0,0.005072,0.002119,0.005072,0.002119,-0.0051
reversal,DEMO16USDT,2026-04-27T04:00:00+00:00,0.4533,1,0.0065,0.0,0.0,0.0,2.143078,1.0,-2.005878,1.0,1.0,0.017699,0.004237,0.017699,0.004237,-0.5373
breakout,DEMO3USDT,2026-04-27T04:00:00+00:00,-0.7702,1,0.01796,0.0,0.0,0.0,2.143078,1.0,-2.005878,1.0,1.0,0.017699,0.004237,0.017699,0.004237,-0.4462
breakout,DEMO38USDT,2026-04-27T04:00:00+00:00,0.1776,1,0.01908,0.0,0.0,0.0,2.143078,1.0,-2.005878,1.0,1.0,0.017699,0.004237,0.017699,0.004237,-1.5552
meanrev,DEMO32USDT,2026-04-27T08:00:00+00:00,0.3481,1,0.0166,1.0,1.0,1.0,0.162568,0.0,2.889867,0.0,1.0,-0.000822,0.207627,-0.000822,0.207627,2.8059
breakout,DEMO5USDT,2026-04-27T08:00:00+00:00,2.4444,1,0.02374,1.0,1.0,1.0,0.162568,0.0,2.889867,0.0,1.0,-0.000822,0.207627,-0.000822,0.207627,0.8347
reversal,DEMO7USDT,2026-04-27T12:00:00+00:00,2.4946,1,0.05016,0.0,0.0,1.0,0.335365,0.0,-0.622605,0.0,1.0,-0.004994,0.088983,-0.004994,0.088983,0.8441
reversal,DEMO10USDT,2026-04-27T12:00:00+00:00,0.3625,1,0.03672,0.0,0.0,1.0,0.335365,0.0,-0.622605,0.0,1.0,-0.004994,0.088983,-0.004994,0.088983,-0.4577
reversal,DEMO28USDT,2026-04-27T12:00:00+00:00,2.9191,1,0.02045,0.0,0.0,1.0,0.335365,0.0,-0.622605,0.0,1.0,-0.004994,0.088983,-0.004994,0.088983,-1.4988
breakout,DEMO23USDT,2026-04-27T12:00:00+00:00,-0.9357,1,0.03403,0.0,0.0,1.0,0.335365,0.0,-0.622605,0.0,1.0,-0.004994,0.088983,-0.004994,0.088983,-0.1699
breakout,DEMO35USDT,2026-04-27T12:00:00+00:00,0.5913,1,0.01297,0.0,0.0,1.0,0.335365,0.0,-0.622605,0.0,1.0,-0.004994,0.088983,-0.004994,0.088983,-1.2166
reversal,DEMO29USDT,2026-04-27T16:00:00+00:00,-1.3423,1,0.04651,1.0,1.0,1.0,1.716829,1.0,2.576406,0.0,0.0,-0.01599,0.326271,-0.01599,0.326271,1.1709
reversal,DEMO1USDT,2026-04-27T16:00:00+00:00,0.1151,1,0.02405,1.0,1.0,1.0,1.716829,1.0,2.576406,0.0,0.0,-0.01599,0.326271,-0.01599,0.326271,0.7179
meanrev,DEMO4USDT,2026-04-27T16:00:00+00:00,-0.4579,1,0.02032,1.0,1.0,1.0,1.716829,1.0,2.576406,0.0,0.0,-0.01599,0.326271,-0.01599,0.326271,-0.8463
breakout,DEMO31USDT,2026-04-27T16:00:00+00:00,0.1005,1,0.02376,1.0,1.0,1.0,1.716829,1.0,2.576406,0.0,0.0,-0.01599,0.326271,-0.01599,0.326271,0.1658
reversal,DEMO37USDT,2026-04-27T20:00:00+00:00,-2.3318,1,0.01836,0.0,1.0,1.0,1.498502,1.0,-0.38071,0.0,0.0,-0.009687,0.091102,-0.009687,0.091102,1.1557
meanrev,DEMO16USDT,2026-04-27T20:00:00+00:00,-3.2847,1,0.02526,0.0,1.0,1.0,1.498502,1.0,-0.38071,0.0,0.0,-0.009687,0.091102,-0.009687,0.091102,-2.5896
reversal,DEMO2USDT,2026-04-28T00:00:00+00:00,1.332,1,0.02891,0.0,0.0,1.0,0.807148,0.0,-1.449853,0.0,1.0,-0.00083,0.008475,-0.00083,0.008475,-0.7022
breakout,DEMO10USDT,2026-04-28T00:00:00+00:00,-0.1594,1,0.02542,0.0,0.0,1.0,0.807148,0.0,-1.449853,0.0,1.0,-0.00083,0.008475,-0.00083,0.008475,-1.4246
breakout,DEMO31USDT,2026-04-28T00:00:00+00:00,-0.7825,1,0.02996,0.0,0.0,1.0,0.807148,0.0,-1.449853,0.0,1.0,-0.00083,0.008475,-0.00083,0.008475,1.7401
reversal,DEMO6USDT,2026-04-28T04:00:00+00:00,-0.9564,1,0.02495,1.0,1.0,1.0,1.42144,1.0,1.908751,0.0,0.0,-0.011058,0.023305,-0.011058,0.023305,-1.0733
reversal,DEMO17USDT,2026-04-28T04:00:00+00:00,0.4209,1,0.02551,1.0,1.0,1.0,1.42144,1.0,1.908751,0.0,0.0,-0.011058,0.023305,-0.011058,0.023305,-1.4529
meanrev,DEMO14USDT,2026-04-28T04:00:00+00:00,1.3453,1,0.04027,1.0,1.0,1.0,1.42144,1.0,1.908751,0.0,0.0,-0.011058,0.023305,-0.011058,0.023305,0.3576
meanrev,DEMO14USDT,2026-04-28T04:00:00+00:00,1.3075,1,0.01585,1.0,1.0,1.0,1.42144,1.0,1.908751,0.0,0.0,-0.011058,0.023305,-0.011058,0.023305,0.2395
